Q,A,label
뭐,왜 말이 없냐고? 아침 밥상 앞에서 젤 말 많은 게 너였잖아!,0
왜 말이 없냐고? 아침 밥상 앞에서 젤 말 많은 게 너였잖아!,남이사!,0
남이사!,무슨 일 있냐?,0
무슨 일 있냐?,아무 말 말고 밥이나 먹어라,0
왜 갑자기 화를 내세요?,내가 지금 화를 안 내게 생겼어! 여기가 어디야?,0
내가 지금 화를 안 내게 생겼어! 여기가 어디야?,저희 집인데요...,0
저희 집인데요...,뭐야! 어째고 어째! 내가 여기 왜 있는건데?,0
뭐야! 어째고 어째! 내가 여기 왜 있는건데?,그거야 제가 묻고 싶은 말이죠...,0
와서 식사하세요...,나....밥은....왜 줘?,0
나....밥은....왜 줘?,저도 선심 쓰는 거예요. 빨리 앉기나 하세요.,0
저도 선심 쓰는 거예요. 빨리 앉기나 하세요.,알았어...그럼...,0
알았어...그럼...,맛있게 드시고...빨랑 가세요. ,0
괜찮아요? 언제 퇴원해요?,내일쯤요.,0
내일쯤요.,다행이네.,0
다행이네.,덕분에요.,0
덕분에요.,무슨 뜻이예요?,0
무슨 뜻이예요?,병원에 오셨던 거 알아요...,0
이것이 얹혀 사는 주제에!,자기도 얹혀 살면서! 왜 나한테 지랄이야.,0
자기도 얹혀 살면서! 왜 나한테 지랄이야.,지랄? 너 일루와,0
지랄? 너 일루와,내가 왜 니가 와!,0
정말...여러가지 하십니다. 네? 이제는 하다하다 할 짓이 없어서..,그쪽이 먼저 때렸단 말이예요.,0
그쪽이 먼저 때렸단 말이예요.,아무리 먼저 때렸어도 그렇지...,0
아무리 먼저 때렸어도 그렇지...,저는요...이렇게 안 배우고 자랐습니다,0
저는요...이렇게 안 배우고 자랐습니다,뭐예요?,0
이놈아! 어디 여자 엉덩이에 손을 대애!,안 일어나니까 그렇지 엄마는!!!,0
안 일어나니까 그렇지 엄마는!!!,나둬라! 피곤한가 보다. 한숨 자고 가게 나둬! ,0
나둬라! 피곤한가 보다. 한숨 자고 가게 나둬!,모르는 사람인데??,0
어디 가는 거예요?,따라와 보면 알아요.,0
따라와 보면 알아요.,어디 가는가 알아야 따라 가죠?,0
어디 가는가 알아야 따라 가죠?,그쪽 취직 자리 얻으러 가요.,0
그쪽 취직 자리 얻으러 가요.,네???,0
그동안 너무 고마웠어요,무슨 소리예요...친구끼리...마리가 다 나아서 다행이예요. ,0
무슨 소리예요...친구끼리...마리가 다 나아서 다행이예요.,그래도 고마운건 고마운거에요,0
그래도 고마운건 고마운거에요,어서 들어가요,0
어서 들어가요,오늘은 너무 늦어서 그냥 가는데요...부모님께...제가 내일 감사 인사 드리러 꼭 찾아뵙는다고 말씀 좀 드려 주세요,0
아까부터 무슨 생각을 그렇게 해요?,나 이거...하참...,0
나 이거...하참...,왜요?,0
왜요?,뮤지컬이고 뭐고 다 때려치우고...어디 미아리 같은데 가서 돗자리 펼까봐요!,0
드릴 말씀이 있는데요...,지금은 좀 바쁜데...다음에 하면 안될까?,0
지금은 좀 바쁜데...다음에 하면 안될까?,다음에 언제요?,0
다음에 언제요?,아무때나...내일 하든가...,0
아무때나...내일 하든가...,왜 전화할 상황이 아니예요?,0
나랑 이야기 좀 해자고! 집에 달랑 두 식구 있으면서 이런걸 귀에 끼고 있고 싶어!,왜 그래요? 남 음악 듣는데.,0
왜 그래요? 남 음악 듣는데.,나하고 이야기 좀 하자고!,0
나하고 이야기 좀 하자고!,무슨 이야기를 해! 30년을 살아놓고 우리가 무슨 할 이야기가 있어,0
할아버지 시원하시죠?,오냐--시원하다마다!,0
오냐--시원하다마다!,저희가 맨날 와서 주물러 드릴께요.,0
저희가 맨날 와서 주물러 드릴께요.,공부는 언제하고?,0
공부는 언제하고?,공부도 다 하구요!,0
아이고...이게 누구야?,안녕하셨어요.,0
안녕하셨어요.,그럼! 왜 무슨 일로?,0
그럼! 왜 무슨 일로?,저 집 내 놓을려구요...,0
저 집 내 놓을려구요...,갑자기 왜?,0
갑자기 왜?,이사가려구요.,0
이사가려구요.,아니 어디로?,0
왜 오늘은 그냥 가요?,제가 오늘 늦잠을 잤거든요!!! 그럼 나중에 뵈요...,0
제가 오늘 늦잠을 잤거든요!!! 그럼 나중에 뵈요...,너무 하는 거 아니요?,0
너무 하는 거 아니요?,네???,0
네???,나는 오늘 일찍부터 와서 문 열고 있었는데...어떻게 그냥 갑니까?,0
어딜 가서 일하려구요? 뭐 단란 주점?,못할 건 뭐 있어요!,0
못할 건 뭐 있어요!,여보세요!!!,0
여보세요!!!,왜 소리는 지르고 그래요,0
왜 소리는 지르고 그래요,그게 애 놔두고 할 소리입니까?,0
여기서 그 말이 왜 나와!,속상하니까 그렇죠!,0
속상하니까 그렇죠!,속상하더라도 그런 말은 하지마!,0
속상하더라도 그런 말은 하지마!,우리하고 자기하고 지낸 세월인 얼만데!,0
왜 이제 오는거요! 너무 늦었지 않소!!!,아까 늦는다고 말씀 드렸잖아요! ,0
아까 늦는다고 말씀 드렸잖아요!,그래도..너무 늦었지 않소! 사람 하루종일 기다리게 해 놓고는!!!,0
그래도..너무 늦었지 않소! 사람 하루종일 기다리게 해 놓고는!!!,하하,0
어디 갈건데요?,"어딜 가요., 집에 가야지! 늦었는데!",0
어딜 가요.  집에 가야지! 늦었는데!,치,0
치,아니 어딜 가요...이 늦은 밤에!,0
아니 어딜 가요...이 늦은 밤에!,그래두요!!!,0
나 술을 너무 많이 마신 것 같에...,석잔 마신 거 가지고...이렇게 취하나,0
석잔 마신 거 가지고...이렇게 취하나,자꾸 권해서 마셨잖아요...,0
자꾸 권해서 마셨잖아요...,안방으로 들어가자고!,0
너 요새 공부는 제대로 하고 있는 거야!?,제대로 하고 있습니다...,0
제대로 하고 있습니다...,이번 달에 점수 나오는 거 봐서 내가 가만 안 둘 줄 알어! 알았어?,0
이번 달에 점수 나오는 거 봐서 내가 가만 안 둘 줄 알어! 알았어?,네...알겠습니다.,0
아무튼 니들이랑 이렇게 있으니까 정말 좋다!!!,저희도...이렇게 뵙게 돼서 정말 좋습니다.,0
저희도...이렇게 뵙게 돼서 정말 좋습니다.,진짜?,0
진짜?,그럼요...,0
그럼 우리 소주 한잔씩 더 할까?,저기..제가 따르겠습니다.,0
저기..제가 따르겠습니다.,아냐 아냐...내가 따를게...,0
아냐 아냐...내가 따를게...,저는 있습니다.,0
이제껏 내 뭐 하다가 이제 기어 나와?,저도...금방 일어 날려고 했어요...,0
저도...금방 일어 날려고 했어요...,금방 일어나려고 한 놈이...한달을 방 구석에서 뒹굴다가 지 형하고 아버지가 두들겨 패서 끌어내니까 이제서 나와,0
금방 일어나려고 한 놈이...한달을 방 구석에서 뒹굴다가 지 형하고 아버지가 두들겨 패서 끌어내니까 이제서 나와,제가 생각할게 좀 있어서 그랬다니까요,0
제가 생각할게 좀 있어서 그랬다니까요,그래서 이제 생각은 다 했니?,0
그래서 이제 생각은 다 했니?,아직 좀 남긴 했는데요. 이왕 이렇게 나온거..,0
이 자식이 아직도 정신을 못 차렸어! 아직도 못차려 응?,그만 하세요. 이제 제가 정신 차리고 살께요,0
그만 하세요. 이제 제가 정신 차리고 살께요,이제 어떻게 살거야? 이제 뭐해 먹고 살거냐고 인석아--,0
이제 어떻게 살거야? 이제 뭐해 먹고 살거냐고 인석아--,저 이제 병원 안해요!,0
부르셨어요?,오냐...점심은 먹었니?,0
오냐...점심은 먹었니?,네- 지금 막 먹고 오는 중이예요. 왜 부르셨어요?,0
네- 지금 막 먹고 오는 중이예요. 왜 부르셨어요?,그냥 차나 한잔 하자고 불렀다.,0
오늘은 언제 와요?,그냥 일찍 들어가세요.,0
그냥 일찍 들어가세요.,그래도 어떻게 그럽니까? 얼굴은 봐야죠,0
그래도 어떻게 그럽니까? 얼굴은 봐야죠,그냥 들어가세요. 많이 늦는다니까요.,0
그냥 들어가세요. 많이 늦는다니까요.,오늘 내가 특별히 준비한 게 있어서 그래요,0
전 이런 건 처음이라서요...,처음이야?,0
처음이야?,어렸을때 모기장 안에 들어가서 잔 것 빼고는 처음이라...,0
어렸을때 모기장 안에 들어가서 잔 것 빼고는 처음이라...,모기장?,0
모기장?,네..,0
네..,곧 익숙해 질거야,0
여기 왜 와 있어?,그러는 너는?,0
그러는 너는?,나...나는 약 사러 왔지!,0
나...나는 약 사러 왔지!,무슨 약?,0
면회를 가겠다고?,네,0
네,혼자 갈 수 있겠어?,0
혼자 갈 수 있겠어?,그럼요,0
그럼요,그래 언제 올 건데?,0
그래 언제 올 건데?,오늘 갔다가 오늘 막차로 올 예정입니다,0
너는 어쩜 이렇게 시애비를 부려먹냐?,제가 언제 아버님은 부려 먹었어요. 아버님께 부탁을 드린거죠.,0
제가 언제 아버님은 부려 먹었어요. 아버님께 부탁을 드린거죠.,그러니까 왜 나한테 부탁을 해애?,0
그러니까 왜 나한테 부탁을 해애?,자랑을 하신건 아버님이시잖아요!,0
자랑을 하신건 아버님이시잖아요!,그렇다고 시애비를 시켜 먹냐?,0
우--와 아저씨...설거지 잘 하시는데요.,내가 못하는 거 있는 줄 아십니까? 난 김치도 잘 담궈요..,0
내가 못하는 거 있는 줄 아십니까? 난 김치도 잘 담궈요..,거짓말!,0
거짓말!,내일은 김장합시다. 아무래도 내 실력을 보여줘야 겠어,0
내일은 김장합시다. 아무래도 내 실력을 보여줘야 겠어,하하,0
왜 보러와?,내가 불렀으니까 왔죠.,0
내가 불렀으니까 왔죠.,당신이 왜 불러?,0
당신이 왜 불러?,아들하고 만나고 있으니까 불렀죠.,0
아들하고 만나고 있으니까 불렀죠.,진짜 둘이 만나고 있대?,0
진짜 둘이 만나고 있대?,만나고 있으니까 불렀죠.,0
만나고 있으니까 불렀죠.,확실해?,0
당신 대체 무슨 말을 하고 싶어서 이래요?,아까 보니까 당신이 너무 나서서 설레발을 치니까 내가 좀 불안해서 그러지,0
아까 보니까 당신이 너무 나서서 설레발을 치니까 내가 좀 불안해서 그러지,당신도 같이 대책을 세웠잖아요,0
당신도 같이 대책을 세웠잖아요,그건 우리들끼리 이야기고...,0
니 언니는 뭐 하니?,그냥 방에 있는 것 같던데요.,0
그냥 방에 있는 것 같던데요.,왜 안자고?,0
왜 안자고?,그거야 저도 모르죠,0
이...이게 뭐예요?,이거 드시고 하시라구요.,0
이거 드시고 하시라구요.,왜요?,0
왜요?,왜요가 어딨어요? 그냥 드시고 하시라구요...,0
왜요가 어딨어요? 그냥 드시고 하시라구요...,네...뭐...고..맙습니다. 그럼 잘 먹겠습니다.,0
어머니 보고 싶었어요...,왜 보고 싶어! 다 커서 장가까지 간 녀석이!,0
왜 보고 싶어! 다 커서 장가까지 간 녀석이!,그래두요...헤헤헤 저 오늘 여기서 자고 갈까요?,0
그래두요...헤헤헤 저 오늘 여기서 자고 갈까요?,어디서 자고 가 방도 없는데!!!,0
그 같지도 않은  이상한 문학 토론 하려고 기다려?,같지도 않다뇨? 이상하다뇨?,0
같지도 않다뇨? 이상하다뇨?,당신이 또 책을 읽고 있으니까 그렇잖아!,0
당신이 또 책을 읽고 있으니까 그렇잖아!,내가 책 읽는게 어때서요? 내가 언제는 안 읽었나 뭐어?,0
내가 책 읽는게 어때서요? 내가 언제는 안 읽었나 뭐어?,언제 당신이 읽었어.? 맨날 모자 챙이나 닦고 있었지!,0
내가 기가 막혀서 그래요.!!,기가 막히긴 뭐가 기가 막혀...그럴수도 있지.,0
기가 막히긴 뭐가 기가 막혀...그럴수도 있지.,어떻게 그럴 수가 있어요. 그럴수가! 당신도 한번 생각을 해봐요.,0
어떻게 그럴 수가 있어요. 그럴수가! 당신도 한번 생각을 해봐요.,가서 얼굴이나 한번 뵈주든가?,0
가서 얼굴이나 한번 뵈주든가?,볼 정신이 어딨어요.,0
부럽긴 뭘 부럽냐?,그래도 부럽다고 해 임마! 여기 진짜 시설이 좋아! ,0
그래도 부럽다고 해 임마! 여기 진짜 시설이 좋아!,내일 장검사 위 내시경 다 끝나고 전화해라. 그때도 니가 그렇게 팔팔한가 좀 보자!,0
내일 장검사 위 내시경 다 끝나고 전화해라. 그때도 니가 그렇게 팔팔한가 좀 보자!,알았어 임마. 내가 전화 한다 전화해!,0
예전처럼... 다시 돌아가면 안될까?,어떻게요...,0
어떻게요...,그냥...예..예...옛날처럼...흑..,0
그냥...예..예...옛날처럼...흑..,이제...선생님 복실강아지는 없어요...,0
니들 뭐 하냐?,아침준비 하는데요,0
아침준비 하는데요,에미는?,0
에미는?,저기...,0
너 뭐야? 임마!,왜...왜 그러세요...아..아버지는...,0
왜...왜 그러세요...아..아버지는...,너 병원 안다니고...어디 술 빚는 술 도가니 같은데 다니냐?,0
너 병원 안다니고...어디 술 빚는 술 도가니 같은데 다니냐?,죄송합니다.,0
죄송합니다.,왜 이렇게 날이면 날마다 술이야!,0
왜 이렇게 날이면 날마다 술이야!,죄...죄송해요...,0
그래서 이제 어떡할건데?,뭘요...,0
뭘요...,그냥 그렇게 보낼 거야?,0
그냥 그렇게 보낼 거야?,그럼 어떡해요! 죽어도 제가 싫다는데!,0
제가 그걸 어떻게 알아요. 지가 있고 싶으니까 있었겠지!,바로 그거야! 자기가 있고 싶어서 있었던 거야!,0
바로 그거야! 자기가 있고 싶어서 있었던 거야!,네??,0
네??,좋아서 있었던 거야,0
너 여기서 뭐 하는 거야 임마!,그게 그러니까요...,0
그게 그러니까요...,내가 주는 월급을 공으로 먹겠다는 거야 뭐야?,0
내가 주는 월급을 공으로 먹겠다는 거야 뭐야?,공으로 먹다뇨?,0
공으로 먹다뇨?,그럼 지금 몇신데 아직까지 여기서 농땡이야?,0
공부는 언제 하세요?,잘 놀다가 무슨 뜬금없는 소리입니까?,0
잘 놀다가 무슨 뜬금없는 소리입니까?,이렇게 공부해서 대학 갈 수는 있겠어요?,0
이렇게 공부해서 대학 갈 수는 있겠어요?,공부는 집에가서 또 열심히 하면 되지 않습니까?,0
자야지! 늦었잖아!,아빠는 언제 와요?,0
아빠는 언제 와요?,오늘 좀 늦으신대! 고모가 니들 방에가서 재워줄까?,0
오늘 좀 늦으신대! 고모가 니들 방에가서 재워줄까?,네,0
왜 그래? 나는 정말 나가기 싫다니까,당신은 딸자식 위해서 그거 하나 못해줘요!,0
당신은 딸자식 위해서 그거 하나 못해줘요!,왜 강요를 하는 거야?,0
왜 강요를 하는 거야?,우리가 다 같이 나가야 이미지가 살죠!,0
우리가 다 같이 나가야 이미지가 살죠!,무슨 이미지가 살어!,0
난 여기서 커피 좀 마시면 안되요?,안 될 건 없지만…,0
안 될 건 없지만…,신경외과는 한참 더 위지요!,0
신경외과는 한참 더 위지요!,뭐...그렇기는 합니다만...,0
뭐...그렇기는 합니다만...,그러니까 위층 아래층 따지지 말아요!,0
어때 여기 분위기 좋지?,아주 좋은데!,0
아주 좋은데!,내가 인터넷 뒤져서 찾아 낸 거다!,0
내가 인터넷 뒤져서 찾아 낸 거다!,왜?,0
왜?,너 데리고 오려고!!!,0
서고  너무 더웠어.,응,0
응,"내일도 도서부 일 해야 돼? 하긴, 하루만 더 나오면 방학이지만.",0
내일도 도서부 일 해야 돼? 하긴  하루만 더 나오면 방학이지만.,응,0
